rank,grade,usernme,uploads,subscribers,top_views
3074,A- ,Bengali Fairy Tales,272,3.73M,1503314243
3075,B+ ,TuTiTuTV,895,3.73M,4013025887
3076,B+ ,Residente,31,3.73M,320762095
3077,B+ ,Edho Zell,792,3.72M,810308167
3078,A- ,Un Poco De Todo,525,3.72M,711176943
3079,B ,Filipin is bro,3189,3.72M,865055665
3080,B+ ,HISTORIAS,3063,3.72M,1404101039
3081,A- ,Юлик,1968,3.72M,968744611
3082,B+ ,Xand Avião,555,3.72M,1395921864
3083,D- ,ALFA QUEEN,42,3.72M,56499430
3084,B ,Inanna Sarkis,56,3.72M,400116530
3085,B ,DavidParody,744,3.72M,719073258
3086,B+ ,WithZack,1738,3.72M,1001853359
3087,B+ ,Melvin Louis,273,3.72M,465486807
3088,B ,Miku,340,3.72M,291712467
3089,A- ,Mimi Lissa,598,3.72M,1839997302
3090,A- ,SMG4 // Glitch Productions,569,3.72M,1707088567
3091,A ,BabyBus - 子供の歌 - 子ども…,1211,3.72M,2123292136
3092,B- ,Universo Infantil,38,3.71M,5060756
3093,A ,E-MasterSensei,544,3.71M,651214123
3094,B ,Technical boss,704,3.71M,161304901
3095,A- ,Discovery Kids,784,3.71M,1168631870
3096,A ,LAY TV & Family,185,3.71M,1913545945
3097,A- ,Maul Ibra,1037,3.71M,1064464331
3098,A- ,Hetal's Art,1530,3.71M,546885565
3099,B ,TechSmartt,1083,3.71M,627163395
3100,B+ ,Diário da Carol,985,3.71M,565878146
3101,A- ,Sen Anlat Karadeniz,1891,3.71M,2557525606
3102,A ,Andrea Bocelli,197,3.71M,91095237
3103,B+ ,Tariq Jamil Official,593,3.71M,230032378
3104,A- ,Moto Madness,1177,3.71M,843173320
3105,D- ,湖南卫视芒果TV官方频道 C…,46442,3.71M,3192267836
3106,B ,KianAndJc,452,3.71M,723359190
3107,A- ,NoughtPointFourLIVE,2480,3.71M,1036844029
3108,B ,Taras Kul,1350,3.71M,928236525
3109,A ,Три Кота,487,3.7M,2552958430
3110,B+ ,Musile Records,293,3.7M,1282640071
3111,A- ,Nick Pro,410,3.7M,914843479
3112,B+ ,Prankedy,190,3.7M,515049392
3113,A- ,Top Pakistani Dramas,8095,3.7M,1505103774
3114,B+ ,Lil Baby Official 4PF,18,3.7M,415317655
3115,B ,All India Bakchod,153,3.7M,474201117
3116,B- ,Big Sean,163,3.7M,115717379
3117,B+ ,CarlaMorrisonMusic,132,3.7M,1073982509
3118,A- ,Nexxuz World,1446,3.7M,1417981071
3119,A ,Roddy Ricch,45,3.7M,1102421771
3120,B+ ,wuant,1578,3.7M,1139440943
3121,A- ,Cassio Toledo,179,3.7M,905301725
3122,A- ,Paluten,5469,3.7M,2791310196
3123,A- ,Trinity Optima Production,1077,3.7M,2135918011
3124,B+ ,waveya 2011,629,3.7M,1270677388
3125,A- ,Zee 24 Taas,145940,3.7M,1756653543
3126,B+ ,Village food factory,317,3.69M,674687812
3127,D- ,JoJo Siwa MUSIC,6,3.69M,318770
3128,B+ ,ViruSs,2510,3.69M,751711111
3129,B ,Афоня TV,77,3.69M,346259775
3130,D- ,SunnyKidsTV,10,3.69M,309161745
3131,A- ,Epic Time,395,3.69M,763657011
3132,A- ,X Factor Global,876,3.69M,1330126314
3133,B ,YouTube FanFest,966,3.69M,419207039
3134,B+ ,Be YouNick,221,3.69M,574095930
3135,B+ ,Follow Me,261,3.69M,1229185003
3136,B+ ,Watch in हिन्दी,233,3.69M,453489098
3137,B+ ,DSS Production The official Youtub…,122,3.69M,505609651
3138,A- ,Alexa Rivera,98,3.69M,441866843
3139,B+ ,ZaraLarssonMusicVEVO,68,3.69M,2133288308
3140,B+ ,Wowowin,2021,3.68M,574626363
3141,A- ,Channel i Tv,3020,3.68M,936484120
3142,A- ,Bhajan India,1556,3.68M,658139867
3143,A ,MBCdrama,50048,3.68M,3995173590
3144,B+ ,Rabbitholebd Sports,2256,3.68M,637523213
3145,A- ,Akosi Dogie,1073,3.68M,402882445
3146,B+ ,Tia Dani,496,3.68M,1200558051
3147,B+ ,ASAPROCKYUPTOWN,59,3.68M,511462868
3148,B ,gootmusic,156,3.68M,771544053
3149,B ,스위트티비 SweetTV,514,3.68M,1508097875
3150,A- ,ohana clip,449,3.68M,737488389
3151,B+ ,TOMORROW X TOGETHER OFFICIAL,430,3.68M,137790086
3152,B ,Antonio Garza,51,3.67M,201204991
3153,B+ ,توبز TOPZ,350,3.67M,307148340
3154,B ,Rabbitholebd Entertainment,1841,3.67M,331155910
3155,A ,KBS Entertain,88754,3.67M,4528297273
3156,A- ,News7 Tamil,129961,3.67M,1416514068
3157,A- ,Hebbars Kitchen,1370,3.67M,728486144
3158,A ,MBC1,11765,3.67M,1933782538
3159,B+ ,"Знакомьтесь, Боб",109,3.67M,632646060
3160,A- ,Dek Jew Chill Out,3799,3.67M,2751958392
3161,B+ ,Dr. Eric Berg DC,3124,3.67M,535906418
3162,A- ,A Boogie Wit da Hoodie,132,3.67M,1458585707
3163,A ,Kids Fun TV,143,3.67M,1058519134
3164,B- ,Español Para Niños,58,3.67M,934651972
3165,B ,REVEALING EYES,283,3.67M,594799375
3166,B ,Xafurdaria,621,3.67M,331313147
3167,B+ ,Current Affair Special{DU},1089,3.66M,134023576
3168,B ,Bars and Melody OFFICIAL,154,3.66M,314674561
3169,A ,The Live Tv,1340,3.66M,817668356
3170,A ,Tic Tac Toy,223,3.66M,1854641869
3171,B ,إسوارة,451,3.66M,469494356
3172,A- ,스브스케이팝 / SBS KPOP,19193,3.66M,2039529166
3173,A- ,Anthony Ying,4401,3.66M,3231527303
3174,B- ,Китай BUGAGA,310,3.66M,699062230
3175,A ,SBS Entertainment,208359,3.66M,3182162338
3176,A ,BabyBus Português - Músicas Infa…,187,3.66M,1052001767
3177,B+ ,pellekofficial,580,3.66M,571056077
3178,B+ ,PsycheTruth,2758,3.66M,893436186
3179,B+ ,TharProductionPak,11990,3.66M,1277018317
3180,B+ ,Adda247,16387,3.65M,433896492
3181,B ,Yasmina,1536,3.65M,284563647
3182,A- ,Late Night with Seth Meyers,3272,3.65M,1785780506
3183,A- ,ASÍ ES LA VIDA,507,3.65M,985522399
3184,B+ ,More EmilyTube,547,3.65M,905998446
3185,A- ,عصومي ووليد - Assomi & W…,182,3.65M,519071297
3186,B ,Top 10s,986,3.65M,1243913013
3187,B ,Josh Peck,207,3.65M,304088543
3188,B ,MY BOLLYWOOD BODY,664,3.65M,257652226
3189,B ,ANDY,56,3.65M,434838484
3190,A- ,허팝Heopop,1638,3.65M,2579404172
3191,A ,iamSanna,1558,3.65M,862745047
3192,B ,Мистик,2060,3.65M,1240411889
3193,B+ ,Hindi Dubbed Movies Collection,138,3.65M,465466178
3194,A- ,Lâm Vlog,355,3.65M,875814154
3195,B ,रामबाण औषधि - …,107,3.65M,167673002
3196,A- ,"Free Music ""Nasr Mahrous""",719,3.64M,1499927741
3197,B ,Daniel Saavedra,186,3.64M,462447400
3198,B- ,Ingrid Nilsen,752,3.64M,386880855
3199,B+ ,Raon Lee,243,3.64M,668881905
3200,A ,LankyBox,491,3.64M,1065991954
3201,A- ,UsherVEVO,100,3.64M,3178321151
3202,B ,Behzinga,821,3.64M,478726045
3203,B ,EnjoyPhoenix,738,3.64M,577303631
3204,B ,Jannine Weigel,400,3.64M,660014589
3205,B ,Laura in the Kitchen,1510,3.64M,570318733
3206,B+ ,พระนครฟิลม์ …,1898,3.64M,612411072
3207,B ,SA Wardega,49,3.64M,765722196
3208,B ,Le Woop,185,3.64M,663445664
3209,A- ,The Crazy Haacks,668,3.64M,1424917073
3210,B ,La mafe mendez,77,3.63M,194194279
3211,A- ,Sidhu Moose Wala,29,3.63M,502092641
3212,B+ ,PHIM CẤP 3,328,3.63M,880165965
3213,A- ,Putih Abu-Abu,147,3.63M,348618917
3214,A- ,JuanGabrielVEVO,251,3.63M,3583856020
3215,B+ ,BE NATURAL,790,3.63M,409532541
3216,B+ ,Top15s,348,3.63M,841601070
3217,B+ ,Ольга Матвей,990,3.63M,500115522
3218,B+ ,FAM JAM,112,3.63M,916217594
3219,A- ,Action Heroes,251,3.63M,888612396
3220,A- ,Alper Rende,123,3.63M,457647577
3221,A- ,RG Entertainment,42,3.63M,299156343
3222,A ,TinTon Tv,54,3.63M,1245584036
3223,B ,John Leitão,242,3.63M,293884482
3224,B+ ,EduKof,663,3.63M,272650317
3225,B+ ,Алексей Навальный,383,3.63M,705567490
3226,A- ,Michou,613,3.63M,727514640
3227,B ,Hanin Dhiya,291,3.63M,501675253
3228,D- ,DJ Opus,57,3.63M,217692013
3229,B+ ,Leo da Hornet,686,3.62M,350165367
3230,B+ ,CineFix,2011,3.62M,864496640
3231,B+ ,News Express,42891,3.62M,869525139
3232,B ,LEMMiNO,162,3.62M,451617648
3233,A- ,Danny Gonzalez,209,3.62M,502478181
3234,B+ ,AssopraFitas,659,3.62M,444191237
3235,A- ,imrankhanworld,31,3.62M,916780404
3236,B ,jennxpenn,405,3.62M,366162409
3237,A- ,BR Chopra - TV Serials - B.R. TV,1145,3.62M,1359645481
3238,B+ ,El Show De Carlos Durán,420,3.62M,461287397
3239,D- ,Vivo,1002,3.62M,957139775
3240,A ,T-STUDIO ES,263,3.61M,1111089770
3241,B+ ,هل تعلم؟ الرياضية,734,3.61M,369573644
3242,B+ ,KanyeWestVEVO,85,3.61M,3210602758
3243,B+ ,KillerCreeper55 - Minecraft,935,3.61M,690299185
3244,B ,Diário das Gêmeas,529,3.61M,569670410
3245,D- ,KIDS 312,4,3.61M,13594
3246,B ,Biollo,152,3.61M,518175906
3247,B ,Maddie Ziegler,45,3.61M,178196622
3248,B+ ,MOVIES HD,160,3.61M,697871587
3249,B ,MattSteffanina 2,227,3.61M,506632038
3250,A- ,Soprano Officiel,256,3.61M,2036548161
3251,A- ,OficialMana,141,3.61M,3132475915
3252,B+ ,Palmashow,293,3.61M,1755549876
3253,B+ ,Cúmplices de um Resgate,441,3.61M,162333134
3254,D- ,YEAH1TV,2178,3.6M,874776777
3255,B- ,Carly Rae Jepsen,54,3.6M,6250995
3256,B+ ,Dr Nozman,402,3.6M,574123411
3257,B ,Golden Moustache,316,3.6M,938984592
3258,B+ ,TOY GUMA,306,3.6M,1178411955
3259,B+ ,XuXo Dom,261,3.6M,409897499
3260,A- ,RT en Español,63869,3.6M,2109732991
3261,A- ,AkonVEVO,43,3.6M,3348193458
3262,A ,3Palavrinhas,314,3.6M,2452325926
3263,B+ ,Deive Leonardo,148,3.6M,180300609
3264,B+ ,GOTAGA,887,3.6M,618505394
3265,A- ,AuRuM TV,1906,3.6M,515688999
3266,B ,wifistudy Studios,7242,3.6M,187795368
3267,B+ ,syam kapuk,578,3.6M,326314490
3268,B+ ,XboxAddictionz,295,3.6M,679925196
3269,B+ ,YASH KE EXPERIMENTS,309,3.59M,637038112
3270,B ,Octan l أوكتان,416,3.59M,389200387
3271,B+ ,FallOutBoyVEVO,177,3.59M,2055772742
3272,A ,Super JoJo - Nursery Rhymes,123,3.59M,1417968388
3273,A ,KarolGVEVO,50,3.59M,5748565404
3274,B ,Mariale SinPatuque,243,3.59M,33737739
3275,B+ ,Nofin Asia,144,3.59M,414882448
3276,B+ ,Working with Lemons,329,3.59M,1862785035
3277,B+ ,Somos 5inco,1261,3.59M,866069964
3278,B+ ,КОТЫ ЮТУБЕРЫ,527,3.59M,709289782
3279,B+ ,Daft Punk,63,3.59M,175921206
3280,B ,Oye It's Prank,167,3.59M,328684832
3281,B+ ,expertvillage,138530,3.59M,3784643269
3282,A- ,KidsTV123,216,3.59M,4125193696
3283,A- ,크림히어로즈,847,3.59M,1100415117
3284,B ,Kyutie,2005,3.59M,1057075788
3285,A- ,reikVEVO,180,3.59M,4756882458
3286,B ,ThatcherJoeVlogs,759,3.59M,690813897
3287,B+ ,Thunayyan Khalid!,545,3.59M,647138603
3288,B+ ,zoom,71689,3.59M,2260274844
3289,B+ ,Ibu dan Balita Indonesia,304,3.58M,1326309049
3290,B ,EnglishLessons4U - Learn English w…,225,3.58M,214716872
3291,A ,Söz Dizi,3440,3.58M,2503140628
3292,B ,Yarissa,274,3.58M,247647156
3293,A- ,Rai,23502,3.58M,2650181833
3294,B+ ,Rita Ora,94,3.58M,1158923437
3295,B ,TecMundo,6439,3.58M,663750113
3296,A- ,24 News HD,85762,3.58M,1000853419
3297,B ,GradeAUnderA,94,3.58M,467578408
3298,A- ,Extreme Trends,1024,3.58M,648948005
3299,B ,Edward Bil,78,3.58M,239992547
3300,B ,SM TV,39,3.58M,813757206
3301,B+ ,Godenot,5339,3.58M,1098430222
3302,A- ,Ben Azelart,121,3.58M,406550512
3303,B+ ,Alexis Tejada,364,3.57M,300783512
3304,B+ ,쏘영 Ssoyoung,316,3.57M,409320513
3305,A- ,Bely y Beto Oficial,320,3.57M,1652879959
3306,A- ,FORMULA 1,2563,3.57M,1670833347
3307,B+ ,Jully Molinna,431,3.57M,181800170
3308,B+ ,RealLifeLore,188,3.57M,644587764
3309,A- ,FilmSpot Trailer,1871,3.57M,1718866197
3310,B+ ,DRAW MY LIFE en Español,808,3.57M,668473261
3311,B+ ,HooplaKidz TV - Funny Cartoons For…,561,3.57M,1249579857
3312,B ,Krazyrayray,398,3.57M,417887104
3313,A- ,Cook With Parul,1062,3.57M,565035636
3314,B ,theDOMINICshow,240,3.57M,552198632
3315,B+ ,Tim Milgram,357,3.57M,907799269
3316,A- ,VK News,11761,3.57M,1068587275
3317,B+ ,Xbox,7663,3.57M,817640535
3318,A ,Thuy Nga,2713,3.56M,3126614641
3319,D- ,Dishoom Films,499,3.56M,658532233
3320,B+ ,elmayo97,1011,3.56M,433590054
3321,A- ,FilmsActu,8022,3.56M,2337570676
3322,A- ,ANTV - Truyền hình Công an Nh�…,30482,3.56M,2020087955
3323,B+ ,Kyle Exum,73,3.56M,355945029
3324,B+ ,QueenTubeTH,507,3.56M,848689117
3325,B+ ,Edu Primitivo,322,3.56M,279058094
3326,B+ ,TrapUrbanoTV,203,3.56M,850908255
3327,B ,My Smart Guide,2592,3.56M,319422587
3328,B+ ,Letícia & Silvanira,530,3.56M,731914148
3329,B+ ,El Canserbero,98,3.56M,960676252
3330,B ,elvecindariocalle13,41,3.56M,442534435
3331,A- ,iDream Telugu Movies,54226,3.56M,1597920998
3332,A- ,invictor,1549,3.56M,637316675
3333,B+ ,PedritoVM,445,3.56M,531119881
3334,B ,Morgz Mum,94,3.56M,317827329
3335, ,KuDo ToysReview,--,3.55M,-- 
3336,B+ ,Dumbazz,719,3.55M,548411999
3337,B+ ,GameSprout,2451,3.55M,1509531056
3338,A- ,IULITMx,5989,3.55M,2223544735
3339,B+ ,LordeVEVO,64,3.55M,1555062082
3340,B ,Barvina,367,3.55M,654611387
3341,A- ,SportsHD,256,3.55M,1075315172
3342,B+ ,NachoVEVO,47,3.55M,2196615229
3343,B+ ,Hichem Smati,166,3.55M,999382849
3344,B+ ,Gyaan,389,3.55M,327294808
3345,B+ ,Sing Music Channel,257,3.55M,1354461183
3346,B ,Juaum,2427,3.55M,588401089
3347,A ,Robocar POLI TV,1692,3.55M,2908439128
3348,B ,Indian Health,568,3.55M,248401409
3349,B+ ,Brennen Taylor,721,3.55M,511178896
3350,A ,OTV,98010,3.54M,1729032589
3351,A ,RHINO,1185,3.54M,3238333245
3352,A- ,serial,1902,3.54M,2015419002
3353, ,Yaroslava & Playground,--,3.54M,-- 
3354,B ,قناة المحترف | Almohtar…,1408,3.54M,248634479
3355,B+ ,GopherVid,422,3.54M,691877233
3356,A ,حسن شاكوش - Hassan Shakosh,286,3.54M,692513429
3357, ,Entertainment - Topic,--,3.54M,-- 
3358,B ,صاحي Sa7i,1017,3.54M,798461290
3359,B ,FUNNY TOONS,34,3.54M,297768869
3360,B+ ,SYBO TV,346,3.54M,256080819
3361,A- ,SypherPK,1236,3.54M,470554992
3362,B ,Nazar Battu,118,3.53M,393200818
3363,B+ ,Carmen and Corey,777,3.53M,409976050
3364, ,Logic,--,3.53M,-- 
3365,B+ ,AlexandrasGirlyTalk,206,3.53M,403161622
3366,B+ ,That GLAM COUPLE,444,3.53M,317202235
3367,A ,MIS PEQUEÑOS ACTORES,180,3.53M,914313044
3368,A- ,Groovy el Marciano - Español,779,3.53M,947292717
3369,A- ,Captain Watch Hits,324,3.53M,917799778
3370,A- ,OneTwo,229,3.53M,1012793175
3371,B ,Lucão,271,3.53M,283171332
3372,B+ ,FilmSelect Trailer,692,3.53M,1685717508
3373,B+ ,TMFaisal,1036,3.53M,646163107
3374,A- ,Tarang TV,22488,3.53M,3289265615
3375,B- ,DOSEofFOUSEY,526,3.53M,557125349
3376,B+ ,Patricia Elias,219,3.53M,146324947
3377,B+ ,House Nation,1080,3.53M,577139159
3378,B+ ,TeamFourStar,413,3.53M,1361704747
3379,B ,Tessa Brooks,211,3.53M,316609097
3380,B+ ,Mhd Officiel,23,3.53M,1129296150
3381,A- ,Yashi Films,812,3.53M,1036201067
3382,B+ ,Richard Rasmussen,547,3.52M,252887863
3383,A ,Polimer News,123130,3.52M,1844788632
3384,B+ ,Walt Disney Studios,1100,3.52M,1401843978
3385,B+ ,JacyandKacy,817,3.52M,943523447
3386,A ,Oyuncak Şekeri,189,3.52M,1105449300
3387,D- ,SPACE (Official),4,3.52M,220589333
3388,A ,Manorama News,192260,3.52M,2119007288
3389,A- ,Kubz Scouts,1541,3.52M,1317551649
3390,A- ,Zee Music Marathi,1853,3.52M,1517652972
3391, ,Ladylike,--,3.52M,-- 
3392,B ,Smart Ideas,168,3.52M,131898293
3393,A- ,Mehrban Ali,1299,3.52M,618261572
3394,A- ,Doug DeMuro,498,3.52M,1051512067
3395,B ,Jasmine Thompson,137,3.52M,627936398
3396,B+ ,Nguyễn Hương Ly Official,107,3.51M,721168782
3397,B+ ,MasterChef Brasil,1285,3.51M,1759040574
3398,B ,kenzie,140,3.51M,300679900
3399,A ,BabyBus - Nhạc thiếu nhi,229,3.51M,2275815747
3400,A- ,HunniBee ASMR,313,3.51M,541797556
3401,B ,Dani Hoyos,274,3.51M,260686293
3402,B+ ,HaroldArtist,192,3.51M,328045414
3403,B ,Kiera Bridget,306,3.51M,309425812
3404,B- ,Alessia Cara,167,3.51M,55628731
3405,A- ,ArkivaShqip,7945,3.51M,5329343027
3406,B ,Ana Maria Brogui,737,3.51M,309685655
3407,B+ ,Demaster,5259,3.51M,772586436
3408,B+ ,Toy Trains 4u,3432,3.51M,4820355439
3409,B+ ,Maser Gamer,1791,3.51M,615503738
3410,B+ ,OffTheRanch,607,3.51M,555163441
3411,B ,O Primo Rico,427,3.51M,142361393
3412,A- ,L'atelier de Roxane,691,3.5M,1052652792
3413,A- ,Andymation,70,3.5M,478851318
3414,B+ ,Fiaspo,676,3.5M,325930469
3415,B ,Dytto,186,3.5M,230075923
3416,B+ ,CEROL,418,3.5M,193620634
3417,A- ,JK YADAV FILMS जे के य�…,4110,3.5M,1493064636
3418,B+ ,PEWPEW,2035,3.5M,308789549
3419,A- ,TWO-SIDE GAMERS,682,3.5M,324899806
3420,B ,Jean L,2261,3.5M,859185703
3421,B+ ,ElectroBOOM,139,3.5M,281672489
3422,A ,Troom Troom Indonesia,390,3.5M,1049175675
3423,B ,todrickhall,592,3.5M,746461461
3424,B ,Hello TV- Nursery Rhymes,83,3.49M,2011709463
3425,B+ ,AntsCanada,472,3.49M,376373667
3426,B ,INGRID SURPRISE ART,253,3.49M,896583017
3427,A- ,Niloya,494,3.49M,2518729544
3428,B+ ,Terroriser,1382,3.49M,551739835
3429,A- ,TygaVEVO,144,3.49M,3330373225
3430,B+ ,Hello MaKar,341,3.49M,917059075
3431,B+ ,AbstrachujeTV,284,3.49M,1289871341
3432,B+ ,Ismi n Hidayah,191,3.49M,272201822
3433,B+ ,""">Food Wishes",1563,3.49M,721923545
3434,B+ ,Supercar Blondie,198,3.49M,251705190
3435,B+ ,Onedio,1525,3.49M,1688304702
3436,A ,Phim HOT TK-L,4983,3.49M,2382694593
3437,B+ ,dunia MANJI,472,3.49M,297866959
3438,B ,LaChaineDeJeremy,92,3.48M,400469085
3439,A- ,Свинка Пеппа Русск…,506,3.48M,2282330748
3440,B ,SurpriseFunTV,2145,3.48M,2839958846
3441,B+ ,Tofuu,2474,3.48M,982212297
3442,B ,Pokey,1798,3.48M,352046816
3443,B+ ,Afinka,577,3.48M,700633265
3444,A ,Marah Tv,213,3.48M,1365929185
3445,B+ ,Emergency Awesome,4250,3.48M,1550264579
3446,A ,Masha et Michka,412,3.48M,1369364188
3447,A ,MIRACULOUS - Las Aventuras de Lady…,365,3.48M,1276410021
3448,B- ,Lauren Curtis,388,3.48M,317028614
3449,B+ ,RDCworld1,220,3.48M,442865419
3450,A- ,Diamond Platnumz,653,3.48M,911607413
3451,A- ,Karolina Protsenko Violin,171,3.47M,371443948
3452,B+ ,Glamour,1699,3.47M,1167323306
3453,B+ ,Harlem Fetty,142,3.47M,1797988807
3454,A- ,BRIGHT TV,41784,3.47M,1305434678
3455,B+ ,The Divine Tales,427,3.47M,410877834
3456,B+ ,The Official Pokémon YouTube chan…,1270,3.47M,918224685
3457,D- ,Yasoo,152,3.47M,302423985
3458,B+ ,ZIAS!,456,3.47M,481728420
3459,A ,DC Kids,1115,3.47M,3011203920
3460,B ,Ar'mon And Trey,154,3.46M,427353652
3461,B- ,Paint Colouring Pages for Kids TV,7,3.46M,35386
3462,B ,Katia Vlogs,22,3.46M,66590010
3463,A- ,Just4fun290,2341,3.46M,5722581142
3464,B- ,Mastersaint,59,3.46M,101803403
3465,A- ,RDC Rajasthani HD,3544,3.46M,1114250875
3466,B ,Crazy India,2397,3.46M,354187123
3467,B+ ,CashNasty,2118,3.46M,732597173
3468,B+ ,Casa Magica de Juguetes,697,3.46M,1397053508
3469,B+ ,Life Awesome,47,3.46M,169431945
3470,B+ ,Dhruv Rathee,226,3.46M,238154808
3471,B ,Candy Play TV,470,3.46M,1420531355
3472,B ,Aspyn Ovard,332,3.46M,291269935
3473,B+ ,KhangProFilm,354,3.46M,1295673999
3474,B+ ,Backdoor - Humor por donde no lo E…,110,3.46M,267797573
3475,B ,Vida Salud y Bienestar,353,3.46M,55124157
3476,A- ,SVM SCHOOL,468,3.46M,1369052382
3477,A- ,OSR Digital,2250,3.46M,1469246955
3478,D- ,BiBiPam Tv,11,3.45M,8728460
3479,B ,Skyheart's Toys,526,3.45M,1385549757
3480,A- ,MsMojo,3304,3.45M,1433051038
3481,D- ,Anny e Eu Family,463,3.45M,751135050
3482,B ,BongoBD,1489,3.45M,754334039
3483,B ,Ridddle,160,3.45M,417479466
3484,B ,Online Study Point,1860,3.45M,214689797
3485,A ,Tony TV,451,3.45M,2182900642
3486,B+ ,Soft Fun,743,3.45M,257439086
3487,B ,NiceNienke,243,3.45M,168925186
3488,A- ,TV3MALAYSIA Official,26936,3.45M,1774048039
3489,B+ ,RULÉS,363,3.45M,425505048
3490,B+ ,ISHAN LLB,505,3.45M,266505535
3491,A- ,AshStudio7,436,3.45M,760824746
3492,A- ,That YouTub3 Family - The Adventur…,1123,3.45M,1849054811
3493,D- ,BIHARIWOOD - बिहारीव…,7866,3.45M,1226070614
3494,B+ ,Coke Studio India,576,3.45M,759853417
3495,A- ,Scooby TV - Moral Stories in Hindi…,85,3.45M,1016284322
3496,B ,FRANKIEonPC,173,3.45M,457099505
3497,A- ,Gojzer,250,3.45M,1201335666
3498,A- ,الحب لا يفهم الكلام,308,3.45M,2216566061
3499,B ,Mass Masala,136,3.45M,329792952
3500,B+ ,Pascu y Rodri,163,3.45M,525152457
3501,B ,Vaid kumar ke gharelu nuskhe,1025,3.45M,234793813
3502,B+ ,Dekja,1437,3.44M,2056345581
3503,B ,Thomas Toys,107,3.44M,403829750
3504,B+ ,Elli Di Pets,491,3.44M,789442480
3505,A- ,ALEXITY,313,3.44M,787427795
3506, ,Indila,--,3.44M,-- 
3507,B+ ,Khesari Music World,597,3.44M,1048967066
3508,A- ,ดอยแม่สลอง ส…,515,3.44M,1389994008
3509,B ,Camila Coelho,553,3.44M,286756750
3510,B+ ,OmarGoshTV,579,3.44M,523216203
3511,A- ,PJ Masks Official,437,3.44M,1532055464
3512,B+ ,STR Noticias,697,3.44M,976331384
3513,B+ ,اعرف دينك,3564,3.44M,500786194
3514,A- ,"ТО ""Gazgolder""",1325,3.44M,1856445197
3515,B+ ,Rafael Chocolate,160,3.44M,299492582
3516,B+ ,People are Awesome,681,3.44M,886929204
3517,B ,Toy Jelly,1632,3.44M,1176330341
3518,A ,Unique Vibes,641,3.44M,1597924483
3519,A- ,FaZe Jev,2322,3.44M,1187369634
3520,B ,2 Chainz,211,3.44M,120738876
3521,B ,Zerkaa,1579,3.44M,549858999
3522,B+ ,العاب فرافيرو للأط…,117,3.43M,252447216
3523,D- ,Mary Senn,314,3.43M,437829493
3524,A- ,Heera Gold,1880,3.43M,627710473
3525,B+ ,BERET,88,3.43M,660156360
3526,A- ,Top Talent,654,3.43M,1161108975
3527,B+ ,DrDreVEVO,10,3.43M,1896649602
3528,A- ,Diva The Series,460,3.43M,1575203087
3529,A- ,Primitive Survival,130,3.43M,643918518
3530,B ,WATZAP,897,3.43M,317524416
3531,A- ,CrazyDek,138,3.43M,893869559
3532,B+ ,Cepcill,308,3.43M,226320973
3533,B+ ,Hobby Makan,855,3.43M,403212614
3534,A- ,Dunya News,55436,3.43M,1048978613
3535,B+ ,Wolff,6198,3.43M,669781751
3536,B- ,GUTTER,4,3.43M,142881
3537,B ,Marlin,993,3.43M,723382203
3538,A- ,Suresh Productions,4810,3.43M,1850812589
3539,B+ ,Nader Ahmed,56,3.42M,306782559
3540,B ,Golemcito Games,312,3.42M,235669820
3541,B+ ,Los juguetes de Arantxa,872,3.42M,1163751598
3542,B ,FaZe Blaze,947,3.42M,491398724
3543,A- ,Donut Media,718,3.42M,655354518
3544,B- ,Mister Epic Mann,116,3.42M,407701619
3545,A- ,DIEN QUAN Film,3339,3.42M,1622322021
3546,A ,Shaun the Sheep [BahasaIndonesia],293,3.42M,1553301631
3547,B ,Интересный Фикус,261,3.42M,371193130
3548,B+ ,World of Tanks. Официальн…,1710,3.42M,972327969
3549,A- ,India Today,46971,3.42M,669170065
3550,A- ,Reliance Entertainment,1054,3.42M,1431744594
3551,B+ ,Ch3Thailand Music,618,3.42M,2325106919
3552,C+ ,The Script,121,3.42M,8932739
3553,A- ,Pinoy Big Brother,5497,3.42M,1843555096
3554,A- ,the bootleg boy,724,3.41M,797158427
3555,A- ,Jungle Survival,104,3.41M,398689831
3556, ,Mazi X,--,3.41M,-- 
3557,D- ,""">Coca-Cola",3410,3.41M,2770124221
3558,B+ ,FunKeep Art,435,3.41M,1141039338
3559,B+ ,БЕРИ И ДЕЛАЙ – Дети,2290,3.41M,754923409
3560,B+ ,Andhika Gemintang,460,3.41M,497366981
3561,B ,وصفة سحرية,534,3.41M,251074005
3562,B+ ,Doc Willie Ong,2407,3.41M,452521734
3563,B+ ,Furkan Yaman,645,3.41M,846726985
3564,A ,腾讯视频,18548,3.41M,1998303824
3565,A- ,Tayo Bus Kecil - Tayo Bahasa Indon…,344,3.41M,1018306175
3566,A- ,MrTop5,526,3.41M,776860391
3567,A ,News18 Bangla,37471,3.41M,1217566751
3568,A ,bradesco,503,3.41M,2033282128
3569,B ,JoshPalerLin,101,3.41M,507670643
3570,B+ ,Joueur Du Grenier,132,3.41M,787751702
3571,A- ,M4 Tech,211,3.41M,368704131
3572,B+ ,JOYCA,214,3.41M,518338769
3573,B+ ,MARIANA,74,3.41M,154640032
3574,B ,الطريق إلى الجنة Roa…,112,3.41M,230201377
3575,A- ,Aishwa Nahla Official,67,3.4M,343364414
3576,B+ ,Papile,1208,3.4M,446848298
3577,B+ ,عشوائيات فكرية,772,3.4M,332409729
